Sun Aug 02 19:07:38 MSK 2015	Football	Christian Benteke shows why Liverpool paid £32.5m for him with wonder volley	[Friendlies, Liverpool, Brendan Rodgers, Swindon, Christian Benteke, Football, Sport]
Sun Aug 02 19:00:03 MSK 2015	Comment is free	Never mind driverless cars – we need intelligent transport systems | Paul Mason	[Automotive industry, Business, Transport policy, Google, Technology]
Sun Aug 02 18:57:02 MSK 2015	US news	Donald Trump staffer fired over past racially charged Facebook posts	[US elections 2016, Donald Trump, Republicans, US politics, Race issues, US news, World news]
Sun Aug 02 18:32:14 MSK 2015	Comment is free	The Guardian view on Amnesty International’s call to decriminalise sex work: divisive and distracting | Editorial	[Prostitution, Sex trade, Society, Amnesty International, World news]
Sun Aug 02 18:32:00 MSK 2015	Comment is free	The Guardian view on population control: empowering women may not save the environment | Editorial	[Population, World news, United Nations, Women, Life and style, China, Asia Pacific, India, South and Central Asia]
Sun Aug 02 18:31:48 MSK 2015	Politics	The Labour party and the shifting centre ground of politics in the UK | Letters	[Labour party leadership, Labour, Politics, UK news, Jeremy Corbyn, Liz Kendall, Yvette Cooper, Andy Burnham]
Sun Aug 02 18:31:37 MSK 2015	World news	After Iran nuclear deal, it’s everyone else’s turn | Letters from Roan Ruddock and Denis Macshane	[Iran's nuclear programme, Iran, Middle East and North Africa, World news, Nuclear weapons, Israel]
Sun Aug 02 18:31:22 MSK 2015	Life and style	The value of checklists in end-of-life care | Letters	[Death and dying, Life and style, NHS, Health, Society]
Sun Aug 02 18:26:36 MSK 2015	Global	Dracula imagery adds to myths about bats | Letters	[Lords reform, House of Lords, Politics, Tesco, Supermarkets, Retail industry, Business, UK news, Poundland]
Sun Aug 02 18:00:16 MSK 2015	Sport	Nerveless Inbee Park claims Women’s British Open to seal career grand slam	[Golf, Sport]
Sun Aug 02 18:00:02 MSK 2015	Life and style	Maajid Nawaz: how a former Islamist became David Cameron’s anti-extremism adviser	[Politics, David Cameron, Islam, Religion, UK news, Liberal Democrats, Society, Life and style]
Sun Aug 02 17:59:02 MSK 2015	Sport	Britain at the Bookies: a rose-tinted view of the nation’s gambling habit	[Sport betting, Gambling, Sport, BBC]
