Tue Sep 22 09:49:09 MSK 2015	Society	Anti-FGM activist Nimco Ali says Australian feminism stuck in the 1980s	[Female genital mutilation (FGM), Australia news, Gender, Society, Women, Health]
Tue Sep 22 09:45:36 MSK 2015	Law	Osborne 'must raise human rights abuse' on visit to volatile Chinese region	[Human rights, George Osborne, Xinjiang, China, Asia Pacific, World news, Politics, UK news, Foreign policy, Law]
Tue Sep 22 09:43:47 MSK 2015	Australia news	Tax office did not go to police over fears wealthy would be kidnapped – inquiry	[Tax (Australia), Australia news, Coalition, Labor party, Gina Rinehart]
Tue Sep 22 09:42:54 MSK 2015	Film	Robert De Niro walks out of Radio Times interview	[Robert De Niro, Film, Culture, Radio Times, The Intern]
Tue Sep 22 09:41:53 MSK 2015	Technology	Crash Google Chrome in an instant with this one weird link	[Chrome, Web browsers, Internet, Technology, Software, Computing, Windows]
Tue Sep 22 09:41:38 MSK 2015	World news	Meet North Korea's UK fan club: 'they have their own way of doing things'	[North Korea, Asia Pacific, World news, Kim Jong-un, Human rights, United Nations, Music, Classical music]
Tue Sep 22 09:40:30 MSK 2015	Fashion	David Beckham on his new short fashion film: 'I'm not launching an acting career'	[London fashion week Spring/Summer 2016, David Beckham, Short films, Fashion, Life and style, Fashion weeks, Film, Culture]
Tue Sep 22 09:39:36 MSK 2015	Comment is free	Pigs to peerages: Lord Ashcroft’s act of revenge shows British politics at its venal worst | Simon Jenkins	[Politics, Party funding, David Cameron, Lord Ashcroft, House of Lords, Conservatives]
Tue Sep 22 09:35:55 MSK 2015	Art and design	Hot spots: the photographer who helped me love my freckles	[Photography, Art and design, Culture, Body image, Health, Health & wellbeing, Life and style, Society]
Tue Sep 22 09:34:28 MSK 2015	Global Development Professionals Network	How we made Mozambique mine-free	[Global development professionals network, Impact and effectiveness, Mozambique, Africa, World news]
Tue Sep 22 09:30:32 MSK 2015	Guardian Masterclasses	How to communicate clearly through writing | Olivia Timbs	[Guardian Masterclasses, Business masterclasses, Business skills]
Tue Sep 22 09:26:04 MSK 2015	Football	Liverpool’s Christian Benteke a doubt for Aston Villa reunion due to injury	[Liverpool, Christian Benteke, Football, Sport]
Tue Sep 22 09:16:04 MSK 2015	Sport	South Africa risk being bunch of losers, warns sport minister Fikile Mbalula	[South Africa rugby team, Rugby World Cup 2015, Rugby World Cup, Rugby union, South Africa, Africa, World news, Sport]
Tue Sep 22 09:09:02 MSK 2015	Australia news	Sydney Lebanese restaurant vandalised after anonymous racist phone calls	[Sydney, Australia news, New South Wales, Crime - Australia]
Tue Sep 22 09:04:01 MSK 2015	Education	Freshers: carry forward the fight for safe spaces at university	[Freshers, Students, Advice for students, Education, Higher education, Race in education]
Tue Sep 22 09:02:38 MSK 2015	US news	Scott Walker's withdrawal from White House race shows money isn't everything	[Scott Walker, US politics, US political financing, Super Pacs, Republicans, Donald Trump, Iowa, Wisconsin, Koch brothers, Democrats, US news, World news, US elections 2016]
Tue Sep 22 09:00:16 MSK 2015	Football	Manchester United’s Anthony Martial is worth the hype-tinted spectacles | Barney Ronay	[Manchester United, Football, Sport]
Tue Sep 22 09:00:16 MSK 2015	Music	Ryan Adams's take on Taylor Swift's 1989 – first listen track-by-track review	[Ryan Adams, Taylor Swift, Music, Culture, Pop and rock, Indie]
Tue Sep 22 09:00:15 MSK 2015	Sport	Why Twins slugger Miguel Sanó still stings the Pirates six years on	[Pittsburgh Pirates, Minnesota Twins, MLB, Baseball, US sports, Sport]
Tue Sep 22 09:00:15 MSK 2015	Music	Listen to Roots Manuva's Don’t Breathe Out	[Roots Manuva, Music, Culture, Experimental music]
Tue Sep 22 08:57:18 MSK 2015	Housing Network	Social housing must plan for a radically different future | David Orr	[Housing Network, Future of housing hub, Housing, Social housing, Communities, Society, Policy, Sustainable housing, Greg Clark, Politics]
Tue Sep 22 08:49:26 MSK 2015	Business	FTSE 100 falls below 6000 as miners and drugs groups slump	[Business, Stock markets, Glencore, Antofagasta, BHP Billiton, GlaxoSmithKline, AstraZeneca, Smith and Nephew, RSA Insurance, IG]
Tue Sep 22 08:44:56 MSK 2015	Politics	UK interest rates likely to go up, says George Osborne	[George Osborne, Interest rates, Business, Economics, Politics, UK news, China, World news, Asia Pacific]
Tue Sep 22 08:44:25 MSK 2015	Social Care Network - Cafcass partner zone	Recruitment and retention: what can local authorities learn from Cafcass?	[Social Care Network - Cafcass partner zone]
Tue Sep 22 08:43:54 MSK 2015	Film	Blinky Bill film-maker and producer Yoram Gross dies aged 88	[Australian film, Film, Culture, Film industry, Children's TV, Australian television, Australia news]
Tue Sep 22 08:32:46 MSK 2015	Business	Irn-Bru sales fall flat as bad weather hurts AG Barr	[Food & drink industry, Business, Scotland, UK news, Weather]
Tue Sep 22 08:30:16 MSK 2015	Comment is free	I'm a well of world knowledge, but that's not the same as life experience | Stephen Chupaska	[Books, Travel, Children]
Tue Sep 22 08:28:14 MSK 2015	Business	Martin Shkreli: entrepreneur defends decision to raise price of life-saving drug 50-fold	[Pharmaceuticals industry, Business, Health, Drugs, Aids and HIV]
