Wed Sep 09 21:57:38 MSK 2015	US news	US to resettle 5,000 additional refugees but advocacy groups call for more action	[Obama administration, Refugees, US news, Syria, Migration, World news]
Wed Sep 09 21:34:46 MSK 2015	US news	Police will not face charges in Pasco shooting death of Mexican man	[Washington state, US news, US policing]
Wed Sep 09 21:32:59 MSK 2015	Music	Nelsons at Leipzig – an inspired appointment or an orchestra too far?	[Classical music, Music, Culture, Andris Nelsons]
Wed Sep 09 21:30:18 MSK 2015	Football	Luke Shaw could be another Ashley Cole for England, says Roy Hodgson	[England, Manchester United, Roy Hodgson, Joe Hart, Football, Sport]
Wed Sep 09 21:30:17 MSK 2015	Football	Harry Kane makes me fear for my England place, admits Wayne Rooney	[Wayne Rooney, England, Harry Kane, European Championship, Football, Sport]
Wed Sep 09 21:29:18 MSK 2015	Football	Wayne Rooney documentary will transform his image, claims Gary Lineker	[Wayne Rooney, Gary Lineker, England, Manchester United, BBC1, Football, Sport]
Wed Sep 09 21:29:11 MSK 2015	US news	Planned Parenthood hearing launches House Republicans' defunding effort	[Planned Parenthood, Abortion, US Congress, US news, Health, World news, Society, House of representatives, Republicans, US politics]
Wed Sep 09 21:24:07 MSK 2015	World news	Islamic State uses image of Alan Kurdi to threaten Syrian refugees for fleeing	[Islamic State, Syria, Alan Kurdi, World news, Middle East and North Africa, Europe, Religion, Islam, Al-Qaida]
Wed Sep 09 21:00:17 MSK 2015	Sport	Sebastian Coe to face select committee as Paula Radcliffe’s camp fights back	[Athletics, Sport, Lord Coe, Paula Radcliffe, Drugs in sport]
Wed Sep 09 20:58:57 MSK 2015	Sport	Former US No1 James Blake 'slammed to ground' by police in mistaken detention	[Tennis, US Open 2015, US sports, US Open tennis, Sport, US policing, New York]
Wed Sep 09 20:54:50 MSK 2015	Politics	Corbyn teams up with former Tory ministers to demand Aamer's release	[Jeremy Corbyn, Politics, Shaker Aamer, UK news, World news]
Wed Sep 09 20:39:25 MSK 2015	Politics	Zac Goldsmith's mother gives £50,000 to son's London mayor campaign	[Zac Goldsmith, Politics, UK news, London, Conservatives]
Wed Sep 09 20:30:16 MSK 2015	News	Storm spies: radar at sea to gauge hurricanes	[Meteorology, Hurricane Katrina, Hurricanes, Oceans, Nasa, Science, Natural disasters and extreme weather, US news, World news]
Wed Sep 09 20:26:13 MSK 2015	US news	Kim Davis is out of jail – will she relent and issue same-sex marriage licenses?	[Kentucky, Same-sex marriage (US), US news, Law, US supreme court]
Wed Sep 09 20:24:28 MSK 2015	Sport	Serena Williams pursues history as Don King and Steffi Graf lurk	[Serena Williams, Venus Williams, US Open tennis, Tennis, US sports, Sport]
Wed Sep 09 20:11:43 MSK 2015	Music	Andris Nelsons is new conductor of Leipzig's Gewandhaus  Orchestra	[Classical music, World news, Culture, Music, Europe, Germany]
Wed Sep 09 20:11:32 MSK 2015	Australia news	Former Nauru Wilson Security guard claims sexual harassment of staff is 'rife'	[Australian immigration and asylum, Nauru, Asia Pacific, Australia news, Brisbane, Australian trade unions, Industrial relations]
Wed Sep 09 20:06:40 MSK 2015	Technology	Microsoft case: DoJ says it can demand every email from any US-based provider	[Microsoft, Surveillance, Computing, Email, Technology, US news, World news]
Wed Sep 09 20:03:40 MSK 2015	Television & radio	The Great British Bake Off, episode six – as it happened	[The Great British Bake Off, Food TV, Culture, Television, Television & radio, Mary Berry, Paul Hollywood]
Wed Sep 09 20:02:43 MSK 2015	US news	Chris Christie is still gridlocked by Bridgegate scandal two years later	[Chris Christie, Republicans, US news, US politics, US elections 2016, New Jersey]
Wed Sep 09 20:01:16 MSK 2015	Media	Great British Bake Off spices up as sixth contestant is shed from tent	[BBC1, BBC, Media, Television industry, The Great British Bake Off, Television, Food TV, Culture, Television & radio]
Wed Sep 09 19:59:16 MSK 2015	News	Corrections and clarifications	[]
Wed Sep 09 19:53:44 MSK 2015	US news	California lawmakers approve assisted dying legislation	[California, Assisted dying, US news, US politics, Society]
Wed Sep 09 19:53:22 MSK 2015	Guardian Sustainable Business	The CVS cigarette ban may have reduced smoking	[Guardian sustainable business, Health, Smoking, Society, Starbucks, Ethical business, Business]
Wed Sep 09 19:48:28 MSK 2015	Sport	I’m so pleased Yorkshire’s Andrew Gale will make up for last year | Jason Gillespie	[Yorkshire, County Championship Division One, Cricket, Sport]
Wed Sep 09 19:45:04 MSK 2015	Sport	US Open 2015: Flavia Pennetta rides tension to end Petra Kvitova’s anguish	[US Open tennis, Petra Kvitova, Tennis, Sport, US sports]
Wed Sep 09 19:39:58 MSK 2015	Film	How my negative review of Legend was spun into movie marketing gold	[Legend, Tom Hardy, Media, Film, Culture, Oscars, Film criticism, Advertising]
Wed Sep 09 19:39:56 MSK 2015	Sport	Somerset v Hampshire | County Championship match report, day one	[County Championship Division One, Somerset, Hampshire, Cricket, Sport]
Wed Sep 09 19:33:32 MSK 2015	Politics	No 10 plans limited Syria strikes and push for transition of power	[Foreign policy, Syria, Islamic State, Politics, UK news, World news, Middle East and North Africa]
Wed Sep 09 19:23:04 MSK 2015	Business	Morrisons needs to answer questions over convenience store sale | Nils Pratley	[Supermarkets, Business, Retail industry, Morrisons, Mark Carney, Bank of England, Anglo American, Sports Direct International]
Wed Sep 09 19:22:00 MSK 2015	Education	Shortage of maths teachers in England, admits education secretary	[Teacher shortages, Education, UK news, Nicky Morgan, Politics, Teaching, Schools]
Wed Sep 09 19:14:40 MSK 2015	Comment is free	Cut overseas aid and you force even more people into the boats | Gordon Brown	[Refugees, Aid, Migration, Global development, World news, Society]
Wed Sep 09 19:09:17 MSK 2015	Technology	Apple iPhone 6S and 6S Plus: faster processors, better cameras, 3D Touch	[iPhone, Apple, Smartphones, iOS, Technology, Mobile phones, Telecoms, Software, Computing]
Wed Sep 09 19:01:15 MSK 2015	Global development	Women's prospects limited by law in 155 countries, finds World Bank study	[Global development, Employment, Gender, World news, Human rights, Law]
Wed Sep 09 19:00:08 MSK 2015	UK news	Standing room only: government names most overcrowded train journeys	[Rail transport, Transport policy, Transport, Politics, UK news, RMT]
Wed Sep 09 18:59:47 MSK 2015	UK news	Birmingham police constable charged with hoax kidnap plot	[UK news, Birmingham, Crime, Police]
Wed Sep 09 18:58:32 MSK 2015	Music	Bruno Mars to 'curate' Super Bowl half-time show: what are we in for?	[Bruno Mars, Music, NFL, Culture, Super Bowl, US sports, Sport]
Wed Sep 09 18:48:49 MSK 2015	Business	Sports Direct denies 'Dickensian practices' in face of investor revolt	[Sports Direct International, Business, Retail industry, Mike Ashley, Pay]
Wed Sep 09 18:43:48 MSK 2015	Business	Revenue & Customs 'winding down' inquiries into HSBC Swiss tax evaders	[HSBC, Banking, Business, HMRC, Politics, UK news]
Wed Sep 09 18:36:54 MSK 2015	Sport	Paula Radcliffe furore may distract from general need for transparency	[Paula Radcliffe, Drugs in sport, Athletics, Sport]
Wed Sep 09 18:35:26 MSK 2015	Technology	Apple TV upgrade brings App Store into living room	[Apple, Technology, Computing]
Wed Sep 09 18:33:47 MSK 2015	UK news	Rochdale bus crash: roof ripped off as double-decker hits bridge	[UK news, Transport]
Wed Sep 09 18:30:14 MSK 2015	Media	EastEnders and Strictly Come Dancing in BBC content generating project	[BBC, Media, Digital media, UK news, Technology, EastEnders, Strictly Come Dancing, Doctor Who]
Wed Sep 09 18:29:30 MSK 2015	Comment is free	Western bombs won’t defeat Isis. Only a wider peace deal can draw its poison | Seumas Milne	[Islamic State, Syria, Middle East and North Africa, World news]
Wed Sep 09 18:29:23 MSK 2015	Comment is free	Debates about the right age to send kids to school preoccupy those who are already advantaged	[School admissions, Schools, Education, School privatisation, Education policy, Politics, Children, Society]
Wed Sep 09 18:20:53 MSK 2015	Politics	Legal and moral questions about drone strikes in Syria | Letters	[Foreign policy, Military, Syria, Middle East and North Africa, World news, UK news, David Cameron, Politics, Drones (military), United Nations, Conservatives]
Wed Sep 09 18:20:39 MSK 2015	Society	UK social care system failing most vulnerable | Letters	[Social care, Older people, Society, UK news, NHS, Health, Scotland, Dementia, Mental health, Privatisation, Business, Economic policy, Politics]
Wed Sep 09 18:20:27 MSK 2015	World news	Investigatory powers bill must be a priority for Labour’s next leader | Letters	[Surveillance, Privacy, Labour, GCHQ, World news, Politics, Labour party leadership, UK news, Theresa May, Trade unions, UK security and counter-terrorism]
Wed Sep 09 18:20:10 MSK 2015	Stage	Philip Hope-Wallace much more than just an opera critic | Letter from Nicholas de Jongh	[Theatre, The Guardian, Newspapers, Newspapers & magazines, Media, National newspapers, Stage, Opera, Classical music, Culture, Music]
Wed Sep 09 18:19:56 MSK 2015	UK news	Cooking up a storm over Chilcot | Letters	[Iraq war inquiry, Weather, Music, Culture, UK news, Iraq, Leveson inquiry, Media, Leveson report, Newspapers & magazines, Network Rail, Travel & leisure, Transport, Business, Rail transport]
Wed Sep 09 18:19:26 MSK 2015	Politics	George Osborne: Labour’s move to left has undone a generation's work	[George Osborne, Labour, Conservatives, Labour party leadership, Politics, UK news]
Wed Sep 09 18:12:57 MSK 2015	World news	France’s Front National charged with fraud in election finance inquiry	[Marine Le Pen, France, The far right, Europe, World news]
Wed Sep 09 18:11:53 MSK 2015	Business	Former Secret Millionaire leads takeover of Morrisons' convenience stores	[Morrisons, Supermarkets, Retail industry, Business, Comet, Channel 4]
Wed Sep 09 18:09:34 MSK 2015	US news	From Vegas to the Hudson: five pilots who made heroic emergency landings	[Las Vegas, Air transport, British Airways, Business, US news, Airline industry, World news]
Wed Sep 09 18:09:29 MSK 2015	Football	Government may impose levy on Premier League’s TV money – minister	[Premier League, Finances, Football politics, Sport politics, Football, Sport]
Wed Sep 09 18:05:52 MSK 2015	Life and style	How Britain has gone crazy for chillies	[Food & drink, Life and style]
