Thu Sep 17 18:38:13 MSK 2015	Business	US interest rates: still time for another drink … or even two	[Federal Reserve, US Interest rates, Business, Economics, US economy, Global economy, Market turmoil, Stock markets, Emerging markets]
Thu Sep 17 18:37:07 MSK 2015	World news	Yemen and the scandal of UK arms sales to Saudi Arabia | Letters	[Yemen, Middle East and North Africa, World news, Saudi Arabia, Arms trade, UK news, Military, US foreign policy, US news, Conservatives, Politics]
Thu Sep 17 18:36:00 MSK 2015	World news	Birmingham vicar crowdfunds Bibles for Calais refugees	[Anglicanism, Christianity, Religion, World news, Birmingham, UK news, Migration, Refugees]
Thu Sep 17 18:34:52 MSK 2015	Science	William Astbury: Forgotten hero of DNA’s discovery | Letter from Dr Kersten Hall	[Genetics, Biology, Science, Nicole Kidman, People in science]
Thu Sep 17 18:32:56 MSK 2015	Environment	Leaving tackling air pollution to local authorities is an inadequate response | Letters	[Pollution, Environment, UK news, Conservatives, Politics, Local politics, Local government, Health, Society]
Thu Sep 17 18:31:55 MSK 2015	Politics	Standards body must be independent | Letter from Shahid Malik	[House of Commons, Politics, Jack Straw, Malcolm Rifkind]
Thu Sep 17 18:30:14 MSK 2015	Media	The BBC shouldn’t be afraid to be popular	[BBC, Media, Television industry, John Whittingdale, Politics]
Thu Sep 17 18:29:44 MSK 2015	Comment is free	The Guardian view on counter-terrorism legislation: too important to rush | Editorial	[Surveillance, MI5, Privacy, GCHQ, UK security and counter-terrorism, UK news, The NSA files, World news, Edward Snowden, US news, NSA, Theresa May, Politics, Conservatives]
Thu Sep 17 18:29:43 MSK 2015	US news	10 women who deserve to be on the $10 bill: a handy list for future debates	[US elections 2016, Republicans, US politics, US news]
Thu Sep 17 18:29:40 MSK 2015	Politics	Dreaming of a Beigeheart Christmas | Letters	[Jeremy Corbyn, Kim Cattrall, Yorkshire]
Thu Sep 17 18:29:10 MSK 2015	Politics	Democratic failure | Letters	[House of Lords, Politics, Lords reform, Conservatives]
Thu Sep 17 18:27:23 MSK 2015	Comment is free	The Guardian view on the Anglican communion: catching up with reality | Editorial	[Anglicanism, Justin Welby, UK news, Religion, Christianity, World news]
Thu Sep 17 18:24:13 MSK 2015	US news	New York town sued for arresting man who wrote profanity on speeding ticket	[New York, US news, US constitution and civil liberties]
Thu Sep 17 18:11:00 MSK 2015	US news	Bowe Bergdahl planned desertion, prosecutor claims	[Bowe Bergdahl, US military, US news, Afghanistan]
